item_number,category,product,vendor_id,vendor_name,bottle_ml,pack_size,inner_pack,age,proof,list_date,list_year,upc,scc,state_bottle_cost,state_case_cost,state_bottle_retail,report_date
975369,AMERICAN COCKTAILS,Tooters Lemon Drop,308,"Mango Bottling, Inc.",2,180,1,0,30,05/01/2005,2005,,,0.3,53.94,0.45,01/04/16
977264,AMERICAN COCKTAILS,Tooters Red-Diculous On The Beach,308,"Mango Bottling, Inc.",25,180,1,0,30,05/01/2005,2005,,,0.3,53.94,0.45,01/04/16
977855,AMERICAN COCKTAILS,Tooter's Zipperhead,308,"Mango Bottling, Inc.",25,180,1,0,30,05/01/2005,2005,,,0.3,53.94,0.45,01/04/16
2446,AMERICAN COCKTAILS,Tooter Rainbow Pack,308,"Mango Bottling, Inc.",375,12,1,0,30,10/01/2005,2005,,,4.5,53.94,6.75,01/04/16
75868,AMERICAN COCKTAILS,Tooters Mango Smash Mini,308,"Mango Bottling, Inc.",375,12,0,0,30,12/01/2006,2006,,,5,59.94,7.5,01/04/16
77545,AMERICAN COCKTAILS,Tooters Apple-Tini Mini,308,"Mango Bottling, Inc.",375,12,0,0,30,12/01/2006,2006,762317030988,762317030988,5.75,68.94,8.63,01/04/16
875868,AMERICAN COCKTAILS,Tooters Mango Smash,308,"Mango Bottling, Inc.",25,144,1,0,30,12/01/2006,2006,,,0.37,53.94,0.56,01/04/16
877545,AMERICAN COCKTAILS,Tooters Apple-Tini,308,"Mango Bottling, Inc.",25,144,1,0,30,12/01/2006,2006,,,0.37,53.94,0.56,01/04/16
904793,AMERICAN COCKTAILS,Tooters Red Diculous On The Beach,308,"Mango Bottling, Inc.",375,12,1,0,30,04/28/2009,2009,,,4.94,59.25,7.41,01/04/16
71529,AMERICAN COCKTAILS,Tooters Ala Bama Slama,308,"Mango Bottling, Inc.",375,12,0,0,30,05/01/2009,2009,762317030704,762317030704,5.75,68.94,8.63,01/04/16
77835,MISC. AMERICAN CORDIALS & LIQUEURS,Tooters Triple Berry Punch,308,"Mango Bottling, Inc.",375,12,0,0,30,06/26/2012,2012,762317031121,762317031121,5,59.94,7.5,01/04/16
972364,AMERICAN COCKTAILS,Tooters Bahama Mama,308,"Mango Bottling, Inc.",375,12,0,0,30,10/17/2013,2013,762317030704,762317030704,5.75,68.94,8.63,01/04/16
975868,AMERICAN COCKTAILS,Tooters Mango Smash,308,"Mango Bottling, Inc.",375,12,0,0,30,10/17/2013,2013,762317030704,762317030704,5.75,68.94,8.63,01/04/16
977812,AMERICAN COCKTAILS,Tooters Margarita,308,"Mango Bottling, Inc.",375,12,1,0,30,10/17/2013,2013,762317030704,762317030704,5.75,68.94,8.63,01/04/16
977824,AMERICAN COCKTAILS,Tooters Melon Ball,308,"Mango Bottling, Inc.",375,12,0,0,30,10/17/2013,2013,762317030704,762317030704,5.75,68.94,8.63,01/04/16
977835,AMERICAN COCKTAILS,Tooter's Triple Berry Punch,308,"Mango Bottling, Inc.",375,12,0,0,30,10/17/2013,2013,762317030704,762317030704,5.75,68.94,8.63,01/04/16
2918,MISC. AMERICAN CORDIALS & LIQUEURS,"Tooters 50ml Ala, Tini, Kazi",308,"Mango Bottling, Inc.",2250,1,0,0,30,09/01/2014,2014,762317058415,762317058415,43.5,43.5,65.25,01/04/16
4032,MISC. AMERICAN CORDIALS & LIQUEURS,"Tooters 50ml Marg, OTB, Mango",308,"Mango Bottling, Inc.",2250,1,0,0,30,09/01/2014,2014,762317059412,762317059412,43.5,43.5,65.25,01/04/16
574,MISC. AMERICAN CORDIALS & LIQUEURS,Tooters Rainbow 12 Pack,308,"Mango Bottling, Inc.",4500,1,1,0,30,09/01/2014,2014,762317124219,762317124219,68.94,68.94,103.41,01/04/16
77833,MISC. AMERICAN CORDIALS & LIQUEURS,Tooters Whip'd It,308,"Mango Bottling, Inc.",375,12,0,0,30,09/01/2014,2014,762317030704,762317030704,5.75,68.94,8.63,01/04/16
904230,IMPORTED ALE,Chimay Red Cap Ale,303,"Manneken-brussel Imports, Inc.",331,24,1,0,14,09/01/1994,1994,,,2.75,66,3.44,01/04/16
904234,IMPORTED ALE,Chimay Blue Cap Ale,303,"Manneken-brussel Imports, Inc.",331,24,1,0,14,09/01/1994,1994,,,3.13,75,3.91,01/04/16
904236,IMPORTED ALE,Chimay Premiere Ale,303,"Manneken-brussel Imports, Inc.",750,12,1,0,14,09/01/1994,1994,,,6.17,74,7.71,01/04/16
904238,IMPORTED ALE,Chimay Cinq Cents Ale,303,"Manneken-brussel Imports, Inc.",750,12,1,0,14,09/01/1994,1994,,,6.5,78,8.13,01/04/16
904240,IMPORTED ALE,Chimay Grand Reserve Ale,303,"Manneken-brussel Imports, Inc.",750,12,1,0,14,09/01/1994,1994,,,7.08,85,8.85,01/04/16
904242,IMPORTED ALE,Chimay Grande Reserve Ale,303,"Manneken-brussel Imports, Inc.",1500,6,1,0,14,01/01/1996,1996,,,15.94,95.65,19.93,01/04/16
924230,IMPORTED ALE,Chimay Red Cap Ale,303,"Manneken-brussel Imports, Inc.",331,6,1,0,14,05/01/2009,2009,,,11,66,13.75,01/04/16
924234,IMPORTED ALE,Chimay Blue Cap Ale,303,"Manneken-brussel Imports, Inc.",331,6,1,0,14,05/01/2009,2009,,,12.5,75,15.63,01/04/16
924236,IMPORTED ALE,Chimay Premiere Ale,303,"Manneken-brussel Imports, Inc.",750,12,1,0,14,05/01/2009,2009,,,6.17,74,7.71,01/04/16
924238,IMPORTED ALE,Chimay Cinq Cents Ale,303,"Manneken-brussel Imports, Inc.",750,12,1,0,14,05/01/2009,2009,,,6.5,78,8.13,01/04/16
924240,IMPORTED ALE,Chimay Grand Reserve Ale,303,"Manneken-brussel Imports, Inc.",750,12,1,0,14,05/01/2009,2009,,,7.08,85,8.85,01/04/16
924699,IMPORTED ALE,Chimay Grande Reserve Jeraboam,303,"Manneken-brussel Imports, Inc.",3002,3,1,0,18,10/31/2009,2009,,,50.67,152,63.33,01/04/16
924757,IMPORTED ALE,Chimay Grande Reserve Magnum,303,"Manneken-brussel Imports, Inc.",1500,6,1,0,18,10/30/2009,2009,,,17.83,107,22.29,01/04/16
924686,IMPORTED ALE,Chimay Sampler 8x3 Pack,303,"Manneken-brussel Imports, Inc.",331,8,1,0,16,11/02/2009,2009,,,10.13,81,12.66,01/04/16
924700,IMPORTED ALE,Chimay Triple (cinq Cents),303,"Manneken-brussel Imports, Inc.",331,24,1,0,16,11/02/2009,2009,,,2.69,64.45,3.36,01/04/16
982785,STRAIGHT RYE WHISKIES,James Oliver Rye,163,Marsalle Company,750,12,1,0,100,09/01/2015,2015,891756001188,891756001188,20.59,247,30.89,01/04/16
37203,VODKA 80 PROOF,Outerspace Vodka Mini,163,Marsalle Company,1000,1,20,0,80,11/01/2015,2015,85316601110,85316601110,69.91,69.91,104.87,01/04/16
37204,VODKA 80 PROOF,Outerspace Vodka,163,Marsalle Company,750,6,1,0,80,11/01/2015,2015,85316601196,85316601196,15,90,22.5,01/04/16
903976,IMPORTED VODKA,Snow Queen Vodka,310,Marsalle Company/Stoller Warehouse,750,6,1,0,80,06/16/2008,2008,,,14.28,85.65,21.41,01/04/16
904246,TEQUILA,Hacienda Vieja,310,Marsalle Company/Stoller Warehouse,750,12,1,0,80,02/11/2009,2009,815669000403,815669000403,13.18,158.15,19.77,01/04/16
904715,IMPORTED VODKA,Zubrowka Bison Grass Vodka DNO,310,Marsalle Company/Stoller Warehouse,750,12,1,0,80,01/20/2010,2010,,,15.26,183.15,22.89,01/04/16
904960,TEQUILA,Hacienda Vieja,310,Marsalle Company/Stoller Warehouse,1000,12,1,0,80,01/05/2011,2011,,,15.51,186.15,23.27,01/04/16
902018,MISC. IMPORTED CORDIALS & LIQUEURS,Amaro Lucano,310,Marsalle Company/Stoller Warehouse,750,12,1,0,60,03/15/2011,2011,,,15.62,187.45,23.43,01/04/16
902354,TEQUILA,Hacienda Vieja Blanco,310,Marsalle Company/Stoller Warehouse,1000,12,1,0,80,04/08/2014,2014,815669000748,815669000748,16.17,194,24.26,01/04/16
989457,TEQUILA,Hacienda Vieja Reposado,310,Marsalle Company/Stoller Warehouse,1000,12,1,0,80,04/08/2014,2014,815669000397,815669000397,17.34,208,26.01,01/04/16
31166,AMERICAN DRY GINS,Mc Cormick Gin Pet,300,Mccormick Distilling Company,750,12,1,0,80,02/01/1969,1969,85592103544,85592103544,3.26,39.15,4.89,01/04/16
36886,100 PROOF VODKA,Mccormick Vodka,300,Mccormick Distilling Company,750,12,1,0,80,05/01/1984,1984,85592104541,85592104541,3.31,39.64,4.97,01/04/16
45066,PUERTO RICO & VIRGIN ISLANDS RUM,Montego Bay Dark Rum Pet,300,Mccormick Distilling Company,750,12,1,0,80,10/01/1986,1986,,,3.1,37.17,4.65,01/04/16
45096,PUERTO RICO & VIRGIN ISLANDS RUM,Montego Bay Light Rum,300,Mccormick Distilling Company,750,12,1,0,80,10/01/1986,1986,,,3.1,37.17,4.65,01/04/16
19726,STRAIGHT BOURBON WHISKIES,Mccormick Str Bourbon Whiskey,300,Mccormick Distilling Company,750,12,1,0,80,08/01/1988,1988,,,4.08,48.99,6.12,01/04/16
24706,BLENDED WHISKIES,Mccormick Blend Whiskey,300,Mccormick Distilling Company,750,12,1,0,80,08/01/1988,1988,85592104343,85592104343,3.5,41.96,5.25,01/04/16
31208,AMERICAN DRY GINS,McCormick Gin Pet,300,Mccormick Distilling Company,1750,6,1,0,80,08/16/1988,1988,85592103513,85592103513,7.3,43.78,10.95,01/04/16
36908,100 PROOF VODKA,Mccormick Vodka Pet,300,Mccormick Distilling Company,1750,6,1,0,80,08/16/1988,1988,85592104510,85592104510,7.47,44.77,11.21,01/04/16
31207,AMERICAN DRY GINS,McCormick Gin,300,Mccormick Distilling Company,1000,12,1,0,80,11/01/1988,1988,85592103537,85592103537,4,47.96,6,01/04/16
24728,BLENDED WHISKIES,"Mccormick Blend Whiskey, Pet",300,Mccormick Distilling Company,1750,6,1,0,80,05/01/1989,1989,85592104312,85592104312,7.67,45.97,11.51,01/04/16
903755,STRAIGHT BOURBON WHISKIES,Platte Valley Moonshine Corn Jugs,300,Mccormick Distilling Company,750,12,1,0,81,02/01/1990,1990,85592121746,85592121746,11,132,16.5,01/04/16
903696,VODKA 80 PROOF,Mccormick Vodka,300,Mccormick Distilling Company,200,48,1,0,80,03/01/1990,1990,,,1,47.83,1.49,01/04/16
24727,BLENDED WHISKIES,Mccormick Blend Whiskey,300,Mccormick Distilling Company,1000,12,1,0,80,10/01/1990,1990,,,4.1,49.23,6.15,01/04/16
31204,AMERICAN DRY GINS,Mc Cormick Gin,300,Mccormick Distilling Company,375,24,1,0,80,11/01/1992,1992,,,1.81,43.52,2.72,01/04/16
36904,VODKA 80 PROOF,Mccormick Vodka Pet,300,Mccormick Distilling Company,375,24,1,0,80,11/01/1992,1992,85592104565,85592104565,1.8,43.11,2.7,01/04/16
44826,PUERTO RICO & VIRGIN ISLANDS RUM,Mccormick Rum,300,Mccormick Distilling Company,750,12,1,0,80,08/01/1993,1993,,,3.3,39.6,4.95,01/04/16
12668,CANADIAN WHISKIES,Canadian Woods Canadian Why,300,Mccormick Distilling Company,1750,6,1,0,80,08/01/1995,1995,85592200212,85592200212,8.61,51.65,12.92,01/04/16
89346,TEQUILA,Hussong's Agave Tequila Dark Jug,300,Mccormick Distilling Company,750,12,1,0,80,05/01/1996,1996,,,20,240,30,01/04/16
27226,CORN WHISKIES,Platte Valley Moonshine Corn Jugs,300,Mccormick Distilling Company,750,12,1,0,80,10/01/1996,1996,,,8.79,105.5,13.19,01/04/16
65202,CREAM LIQUEURS,Tequila Rose Liqueur,300,Mccormick Distilling Company,502,12,1,0,30,11/01/1996,1996,,,6.63,79.56,9.95,01/04/16
865202,CREAM LIQUEURS,Tequila Rose Liqueur,300,Mccormick Distilling Company,50,120,1,0,34,11/01/1996,1996,,,0.66,79.56,0.99,01/04/16
965202,CREAM LIQUEURS,Tequila Rose Minis,300,Mccormick Distilling Company,50,120,1,0,34,11/01/1996,1996,,,0.66,79.56,0.99,01/04/16
34256,IMPORTED VODKA,Cristall Moscow Signature Series,300,Mccormick Distilling Company,750,12,1,0,80,05/01/1997,1997,,,13.06,156.67,19.59,01/04/16
67031,TEQUILA,Tarantula Azul Citrus Flavored Tequila,300,Mccormick Distilling Company,603,10,1,0,80,05/01/1997,1997,,,12,120,18,01/04/16
67036,TEQUILA,Tarantula Azul Citrus Flavored Tequila,300,Mccormick Distilling Company,750,12,1,0,80,05/01/1997,1997,,,13.33,160,20,01/04/16
12666,CANADIAN WHISKIES,Canadian Woods Canadian Why,300,Mccormick Distilling Company,750,12,1,0,80,07/01/1997,1997,,,3.67,44.03,5.51,01/04/16
902997,CREAM LIQUEURS,Tequila Rose Pet,300,Mccormick Distilling Company,375,12,1,0,34,10/30/1997,1997,,,6.66,79.92,9.99,01/04/16
3400,DECANTERS & SPECIALTY PACKAGES,Tarantula/tarantula Margarita Mix,300,Mccormick Distilling Company,750,6,1,0,80,08/01/1998,1998,,,13.33,80,20,01/04/16
1491,DECANTERS & SPECIALTY PACKAGES,Cristall Vodka Pitcher Pack,300,Mccormick Distilling Company,750,12,1,0,80,11/01/1998,1998,,,13.05,156.62,19.58,01/04/16
1567,DECANTERS & SPECIALTY PACKAGES,Cristall Vodka Co-Pack W/martini Glass,300,Mccormick Distilling Company,1000,6,1,0,80,09/01/1999,1999,,,13.06,78.33,19.59,01/04/16
902170,CREAM LIQUEURS,Tequila Rose (dno),300,Mccormick Distilling Company,200,24,1,0,34,09/15/1999,1999,,,3.99,95.84,5.99,01/04/16
65199,CREAM LIQUEURS,Tequila Rose Liqueur,300,Mccormick Distilling Company,1000,12,1,0,30,01/01/2000,2000,85592121036,85592121036,11.5,138,17.25,01/04/16
68611,CREAM LIQUEURS,McCormick's Irish Cream,300,Mccormick Distilling Company,750,12,1,0,34,01/01/2000,2000,85592117046,85592117046,6,71.93,9,01/04/16
903234,SCOTCH WHISKIES,Mccormick Scotch,300,Mccormick Distilling Company,1000,12,1,0,80,03/13/2000,2000,,,6.28,75.36,9.42,01/04/16
903309,BLENDED WHISKIES,Mccormick Blend Whiskey,300,Mccormick Distilling Company,1000,12,1,0,80,04/27/2000,2000,,,4.59,55.08,6.89,01/04/16
68551,CREAM LIQUEURS,Ke Ke Beach Liqueur,300,Mccormick Distilling Company,1508,4,1,0,30,08/01/2000,2000,,,19.89,79.56,29.84,01/04/16
68556,CREAM LIQUEURS,Ke Ke Beach Liqueur(dno),300,Mccormick Distilling Company,750,12,1,0,30,08/01/2000,2000,,,10.93,131.15,16.4,01/04/16
868551,CREAM LIQUEURS,Ke Ke Beach Liqueur,300,Mccormick Distilling Company,50,120,1,0,30,08/01/2000,2000,,,0.66,79.56,0.99,01/04/16
88287,TEQUILA,Pancho Villa Tequila Silver,300,Mccormick Distilling Company,1000,12,1,0,80,08/01/2000,2000,,,5.59,67.07,8.39,01/04/16
89637,TEQUILA,Poncho Villa Tequila Gold,300,Mccormick Distilling Company,1000,12,1,0,80,08/01/2000,2000,,,6.84,82.03,10.26,01/04/16
1444,DECANTERS & SPECIALTY PACKAGES,Wiser's Deluxe Gift Set,300,Mccormick Distilling Company,750,6,1,0,80,09/01/2000,2000,,,11.33,67.96,17,01/04/16
89345,TEQUILA,Hussong's Agave Tequila Dark Jug,300,Mccormick Distilling Company,750,6,1,0,80,01/01/2001,2001,,,20,120,30,01/04/16
67606,COFFEE LIQUEURS,Kontessa Coffee Liqueur,300,Mccormick Distilling Company,750,12,1,0,53,04/01/2001,2001,,,5.53,66.35,8.3,01/04/16
902429,STRAIGHT BOURBON WHISKIES,Platte Valley Corn Whiskey Glass,300,Mccormick Distilling Company,750,12,1,0,80,06/01/2001,2001,,,4.42,53,6.63,01/04/16
2941,DECANTERS & SPECIALTY PACKAGES,Keke Colada Co-Pack,300,Mccormick Distilling Company,750,6,1,0,30,09/01/2001,2001,,,8,48,12,01/04/16
902926,SCOTCH WHISKIES,Grand Macnish Bl Scotch,300,Mccormick Distilling Company,1750,6,1,0,80,09/01/2001,2001,,,10.63,63.8,15.95,01/04/16
2504,DECANTERS & SPECIALTY PACKAGES,Tarantula Azul Mix Co-Pack,300,Mccormick Distilling Company,750,6,1,0,70,03/01/2002,2002,,,10.39,62.35,15.59,01/04/16
903258,BLENDED WHISKIES,Deuces Wild Whiskey Blend,300,Mccormick Distilling Company,1750,6,1,0,70,03/09/2002,2002,,,6.77,40.64,10.16,01/04/16
903285,LOW PROOF VODKA,Deuces Wild Vodka,300,Mccormick Distilling Company,1750,6,1,0,70,03/29/2002,2002,,,5.66,33.93,8.48,01/04/16
1449,DECANTERS & SPECIALTY PACKAGES,Wiser's Deluxe Gift W/2 Glasses,300,Mccormick Distilling Company,750,6,1,0,80,08/01/2002,2002,,,8.53,51.18,12.8,01/04/16
89343,TEQUILA,Hussong's Tequila Reposado,300,Mccormick Distilling Company,750,6,1,0,80,03/01/2003,2003,,,20,120,30,01/04/16
40118,100 PROOF VODKA,Dueces Wild Vodka,300,Mccormick Distilling Company,1750,6,1,0,70,04/01/2003,2003,85592117213,85592117213,6.67,39.97,10.01,01/04/16
903801,PUERTO RICO & VIRGIN ISLANDS RUM,Mccormick Rum Silver,300,Mccormick Distilling Company,1000,12,1,0,80,06/03/2003,2003,,,4.33,51.96,6.5,01/04/16
903934,CANADIAN WHISKIES,Canadian Woods Whisky,300,Mccormick Distilling Company,750,12,1,0,80,07/22/2003,2003,,,3.67,44.03,5.5,01/04/16
903941,CREAM LIQUEURS,Keke Beach Liqueur(dno),300,Mccormick Distilling Company,750,12,1,0,30,07/23/2003,2003,,,6.67,80,10.01,01/04/16
903961,CREAM LIQUEURS,Tequila Rose,300,Mccormick Distilling Company,1565,6,1,0,30,08/15/2003,2003,,,21.33,128,32,01/04/16
1815,DECANTERS & SPECIALTY PACKAGES,Cristall Vodka Blue Martini Gift W/glass,300,Mccormick Distilling Company,750,6,1,0,80,09/01/2003,2003,,,12.67,75.99,19.01,01/04/16
3408,DECANTERS & SPECIALTY PACKAGES,Tequila Rose Gift W/coffee Mug,300,Mccormick Distilling Company,750,6,1,0,30,09/01/2003,2003,,,10.93,65.57,16.4,01/04/16
62457,AMERICAN COCKTAILS,Mccormick Long Island Iced Tea,300,Mccormick Distilling Company,1000,12,1,0,75,12/01/2003,2003,,,4.18,50.19,6.27,01/04/16
902313,DECANTERS & SPECIALTY PACKAGES,McCormick Egg Nog w/2 Glasses HA,300,Mccormick Distilling Company,750,6,1,0,30,12/01/2003,2003,85592126758,85592126758,9.33,55.97,14,01/04/16
3407,DECANTERS & SPECIALTY PACKAGES,Tequila Rose Gift W/martini Candle,300,Mccormick Distilling Company,750,6,1,0,30,01/01/2004,2004,,,10.66,63.98,15.99,01/04/16
36903,VODKA 80 PROOF,Mccormick Vodka,300,Mccormick Distilling Company,200,48,1,0,80,03/01/2004,2004,85592104572,85592104572,1.13,54.24,1.7,01/04/16
1556,DECANTERS & SPECIALTY PACKAGES,Cristall Caribbean Martini Gift Set,300,Mccormick Distilling Company,750,6,1,0,80,08/01/2004,2004,,,14.17,85,21.26,01/04/16
2506,DECANTERS & SPECIALTY PACKAGES,Tarantula Azul Co-Pack,300,Mccormick Distilling Company,375,12,1,0,70,08/01/2004,2004,,,6.66,79.92,9.99,01/04/16
3397,DECANTERS & SPECIALTY PACKAGES,Tequila Rose W/2 Square Shot Glasses,300,Mccormick Distilling Company,750,6,1,0,30,08/01/2004,2004,,,10.66,63.98,15.99,01/04/16
3398,DECANTERS & SPECIALTY PACKAGES,Tequila Rose W/black Martini Glass,300,Mccormick Distilling Company,750,6,1,0,30,08/01/2004,2004,,,10.66,63.98,15.99,01/04/16
3409,DECANTERS & SPECIALTY PACKAGES,Tequila Rose Mug Gift Set,300,Mccormick Distilling Company,375,12,1,0,30,08/01/2004,2004,,,6.66,79.92,9.99,01/04/16
44817,PUERTO RICO & VIRGIN ISLANDS RUM,Mccormick Gold Rum,300,Mccormick Distilling Company,1000,12,1,0,80,05/01/2005,2005,,,3.83,46,5.75,01/04/16
44837,PUERTO RICO & VIRGIN ISLANDS RUM,Mccormick Silver Rum,300,Mccormick Distilling Company,1000,12,1,0,80,05/01/2005,2005,,,4.1,49.16,6.15,01/04/16
65204,CREAM LIQUEURS,Tequila Rose Liqueur Mini,300,Mccormick Distilling Company,500,6,10,0,30,05/01/2005,2005,85592121081,85592121081,6.63,39.78,9.95,01/04/16
68837,CREAM LIQUEURS,Sgt. Peppermint Cream Liqueur,300,Mccormick Distilling Company,502,6,1,0,30,05/01/2005,2005,,,5.28,31.68,7.92,01/04/16
68838,CREAM LIQUEURS,Sgt. Peppermint Cream Liqueur,300,Mccormick Distilling Company,750,6,1,0,30,05/01/2005,2005,,,8.53,51.17,12.8,01/04/16
865204,CREAM LIQUEURS,Tequila Rose Mini,300,Mccormick Distilling Company,50,60,1,0,30,05/01/2005,2005,,,0.66,39.78,0.99,01/04/16
868837,CREAM LIQUEURS,Sgt. Peppermint Cream Liqueur,300,Mccormick Distilling Company,50,60,1,0,30,05/01/2005,2005,,,0.53,31.68,0.8,01/04/16
89537,TEQUILA,Mccormick Gold Tequila,300,Mccormick Distilling Company,1000,12,1,0,80,05/01/2005,2005,,,6.55,78.64,9.83,01/04/16
3406,DECANTERS & SPECIALTY PACKAGES,Tequila Rose 50ml 6 Pack Carrier,300,Mccormick Distilling Company,301,10,1,0,30,08/01/2005,2005,,,5.33,53.3,8,01/04/16
67101,CREAM LIQUEURS,Tequila Rose Cocoa,300,Mccormick Distilling Company,502,6,1,0,30,11/01/2005,2005,,,5.28,31.68,7.92,01/04/16
67104,CREAM LIQUEURS,Tequila Rose Cocoa,300,Mccormick Distilling Company,750,6,1,0,30,11/01/2005,2005,,,10.66,63.97,15.99,01/04/16
67108,CREAM LIQUEURS,Tequila Rose Java,300,Mccormick Distilling Company,502,6,1,0,30,11/01/2005,2005,,,5.28,31.68,7.92,01/04/16
67111,CREAM LIQUEURS,Tequila Rose Java,300,Mccormick Distilling Company,750,6,1,0,30,11/01/2005,2005,,,10.66,63.97,15.99,01/04/16
80494,CREAM LIQUEURS,Tequila Rose Java,300,Mccormick Distilling Company,750,6,1,0,30,11/01/2005,2005,,,10.66,63.97,15.99,01/04/16
80495,CREAM LIQUEURS,Tequila Rose Java,300,Mccormick Distilling Company,502,6,1,0,30,11/01/2005,2005,,,5.28,31.68,7.92,01/04/16
867101,CREAM LIQUEURS,Tequila Rose Cocoa,300,Mccormick Distilling Company,50,60,1,0,30,11/01/2005,2005,,,0.53,31.68,0.8,01/04/16
867108,CREAM LIQUEURS,Tequila Rose Java,300,Mccormick Distilling Company,50,60,1,0,30,11/01/2005,2005,,,0.53,31.68,0.8,01/04/16
3395,DECANTERS & SPECIALTY PACKAGES,Tequila Rose Valentine With Martini Candle,300,Mccormick Distilling Company,750,6,1,0,30,01/01/2006,2006,,,10.66,63.97,15.99,01/04/16
902744,AMERICAN DRY GINS,Mccormick Gin,300,Mccormick Distilling Company,375,24,1,0,80,03/15/2006,2006,,,2.13,51,3.2,01/04/16
902950,AMERICAN DRY GINS,Mccormick Gin,300,Mccormick Distilling Company,200,48,1,0,80,03/15/2006,2006,,,1.06,51,1.59,01/04/16
65197,CREAM LIQUEURS,Tequila Rose Liqueur,300,Mccormick Distilling Company,1000,6,1,0,30,05/01/2006,2006,,,12,71.98,18,01/04/16
65205,CREAM LIQUEURS,Tequila Rose Liqueur,300,Mccormick Distilling Company,750,6,1,0,30,05/01/2006,2006,,,10.66,63.97,15.99,01/04/16
3393,DECANTERS & SPECIALTY PACKAGES,Tequila Rose Cocoa Gift W/glass,300,Mccormick Distilling Company,375,12,1,0,30,08/01/2006,2006,,,6.66,79.92,9.99,01/04/16
3394,DECANTERS & SPECIALTY PACKAGES,Tequila Rose Java Gift W/glass,300,Mccormick Distilling Company,375,12,1,0,30,08/01/2006,2006,,,6.66,79.92,9.99,01/04/16
77492,DISTILLED SPIRITS SPECIALTY,Tarantula Banana Colada,300,Mccormick Distilling Company,750,6,1,0,70,02/01/2007,2007,,,9.33,56,14,01/04/16
65200,CREAM LIQUEURS,Tequila Rose Liqueur,300,Mccormick Distilling Company,750,12,1,0,30,04/01/2007,2007,85592121043,85592121043,9.49,113.88,14.24,01/04/16
1454,DECANTERS & SPECIALTY PACKAGES,Wisers Deluxe W/rocks Glass,300,Mccormick Distilling Company,750,6,1,0,80,07/01/2007,2007,,,8.53,51.18,12.8,01/04/16
38169,VODKA 80 PROOF,360 Vodka,300,Mccormick Distilling Company,750,12,1,0,80,09/01/2007,2007,85592133756,85592133756,7,83.93,10.5,01/04/16
903369,TEQUILA,Hussong's Reposado Tequila,300,Mccormick Distilling Company,750,6,1,0,80,02/15/2008,2008,,,15,90,22.5,01/04/16
67100,CREAM LIQUEURS,Tequila Rose Cocoa,300,Mccormick Distilling Company,750,12,1,0,30,07/01/2008,2008,85592128059,85592128059,10.66,127.95,15.99,01/04/16
77491,DISTILLED SPIRITS SPECIALTY,Tarantula Banana Colada,300,Mccormick Distilling Company,750,12,1,0,70,07/01/2008,2008,,,9.34,112.04,14.01,01/04/16
902136,CREAM LIQUEURS,Tequila Rose,300,Mccormick Distilling Company,200,48,1,0,30,09/23/2008,2008,,,2.82,135.2,4.23,01/04/16
902535,DISTILLED SPIRITS SPECIALTY,Tarantula Azul Liqueur,300,Mccormick Distilling Company,750,12,1,0,70,02/02/2009,2009,,,10,119.93,15,01/04/16
904448,VODKA FLAVORED,Mccormick Raspberry Vodka Handle,300,Mccormick Distilling Company,1750,6,1,0,70,05/14/2009,2009,100855921206,100855921206,7.46,44.77,11.19,01/04/16
904471,VODKA 80 PROOF,Mccormick Vodka Mini,300,Mccormick Distilling Company,502,60,1,0,80,06/10/2009,2009,85592104589,85592104589,0.35,21,0.53,01/04/16
41019,VODKA FLAVORED,360 Double Chocolate Vodka,300,Mccormick Distilling Company,750,12,1,0,70,10/01/2009,2009,85592138553,85592138553,7,83.93,10.5,01/04/16
904593,MISC. IMPORTED CORDIALS & LIQUEURS,Tequila Rose Java,300,Mccormick Distilling Company,750,12,1,0,30,11/12/2009,2009,,,10.66,127.95,15.99,01/04/16
904595,PUERTO RICO & VIRGIN ISLANDS RUM,Mccormick Silver Do Not Use,300,Mccormick Distilling Company,1000,12,1,0,80,11/17/2009,2009,,,4.1,49.16,6.15,01/04/16
904728,BLENDED WHISKIES,Mccormick Blended Whiskey,300,Mccormick Distilling Company,375,24,1,0,80,04/08/2010,2010,,,1.9,45.52,2.85,01/04/16
904736,BLENDED WHISKIES,Mccormick Blended Whiskey,300,Mccormick Distilling Company,200,24,1,0,80,04/08/2010,2010,,,2.26,54.24,3.39,01/04/16
1731,DECANTERS & SPECIALTY PACKAGES,360 Vodka Holiday,300,Mccormick Distilling Company,750,6,1,0,80,07/14/2010,2010,85592138959,85592138959,10.64,63.85,15.96,01/04/16
904963,MISC. IMPORTED CORDIALS & LIQUEURS,Tequila Rose Cocoa DNO,300,Mccormick Distilling Company,750,12,1,0,30,01/07/2011,2011,,,9.49,113.88,14.24,01/04/16
904974,DECANTERS & SPECIALTY PACKAGES,Tarantula Azul Co Pack,300,Mccormick Distilling Company,750,6,1,0,70,01/27/2011,2011,,,10.66,63.97,15.99,01/04/16
3386,DECANTERS & SPECIALTY PACKAGES,Tequila Rose Party Pack,300,Mccormick Distilling Company,750,6,1,0,30,03/01/2011,2011,85592143250,85592143250,10.66,63.97,15.99,01/04/16
941941,VODKA FLAVORED,360 Bing Cherry,300,Mccormick Distilling Company,750,12,1,0,70,04/28/2011,2011,,,7,83.93,10.5,01/04/16
