item_number,category,product,vendor_id,vendor_name,bottle_ml,pack_size,inner_pack,age,proof,list_date,list_year,upc,scc,state_bottle_cost,state_case_cost,state_bottle_retail,report_date
1382,DECANTERS & SPECIALTY PACKAGES,Canandian Club Reserve 6/6 10yr W/flask,490,ALLIED DOMECQ SPIRITS AND WINE USA,750,12,1,0,80,09/01/1999,1999,,,10.1,121.2,15.15,01/04/16
67367,COFFEE LIQUEURS,Cafe Aztec Coffee Liqueur,490,ALLIED DOMECQ SPIRITS AND WINE USA,1000,12,1,0,51,09/01/1999,1999,,,6.19,74.32,9.29,01/04/16
2209,DECANTERS & SPECIALTY PACKAGES,Don Pedro W Glass,490,ALLIED DOMECQ SPIRITS AND WINE USA,750,6,1,0,80,10/01/1999,1999,,,9.44,56.66,14.16,01/04/16
89805,TEQUILA,Sauza Galardon Gold Tequila,490,ALLIED DOMECQ SPIRITS AND WINE USA,750,6,1,0,80,12/01/1999,1999,,,17.38,104.3,26.07,01/04/16
89815,TEQUILA,Sauza Triada Tequila,490,ALLIED DOMECQ SPIRITS AND WINE USA,750,6,1,0,80,12/01/1999,1999,,,25.59,153.55,38.39,01/04/16
48375,IMPORTED GRAPE BRANDIES,L'esprit De Courvoisier,490,ALLIED DOMECQ SPIRITS AND WINE USA,750,1,1,0,84,04/01/2000,2000,,,3200,3200,4800,01/04/16
74437,FLAVORED RUM,Coco Reef,490,ALLIED DOMECQ SPIRITS AND WINE USA,1000,12,1,0,48,04/01/2000,2000,,,7.33,87.92,11,01/04/16
88557,TEQUILA,Sauza Blanco Silver Tequila,490,ALLIED DOMECQ SPIRITS AND WINE USA,1000,12,1,0,80,04/01/2000,2000,,,11.19,134.32,16.79,01/04/16
902450,IMPORTED GRAPE BRANDIES,Courvoisier Vs Cognac 24pk,490,ALLIED DOMECQ SPIRITS AND WINE USA,200,24,1,0,80,07/14/2000,2000,,,4.3,103.3,6.45,01/04/16
903205,WHITE CREME DE MENTHE,Hiram Walker Creme De Menthe White,490,ALLIED DOMECQ SPIRITS AND WINE USA,1000,12,1,0,60,07/14/2000,2000,,,5.83,69.92,8.75,01/04/16
1383,DECANTERS & SPECIALTY PACKAGES,Canadian Club Reserve W/flask,490,ALLIED DOMECQ SPIRITS AND WINE USA,750,6,1,0,80,08/01/2000,2000,,,10.1,60.6,15.15,01/04/16
2010,DECANTERS & SPECIALTY PACKAGES,Courvoisier Xo W/snifters,490,ALLIED DOMECQ SPIRITS AND WINE USA,750,6,1,0,80,08/01/2000,2000,,,73.33,439.96,110,01/04/16
2583,DECANTERS & SPECIALTY PACKAGES,Hiram Walker Peppermint Schnapps W/mug,490,ALLIED DOMECQ SPIRITS AND WINE USA,750,6,1,0,60,08/01/2000,2000,,,3.26,19.56,4.89,01/04/16
2764,DECANTERS & SPECIALTY PACKAGES,Kahlua W/6 Shaker/3 Reg/3 Gw,490,ALLIED DOMECQ SPIRITS AND WINE USA,750,12,1,0,53,08/01/2000,2000,,,11.45,137.44,17.18,01/04/16
28085,DECANTERS & SPECIALTY PACKAGES,Beefeater Gin With Pitcher,490,ALLIED DOMECQ SPIRITS AND WINE USA,750,6,1,0,94,08/01/2000,2000,,,10.54,63.22,15.81,01/04/16
3502,DECANTERS & SPECIALTY PACKAGES,Sauza Conmemorativo W/margarita Mix,490,ALLIED DOMECQ SPIRITS AND WINE USA,750,6,1,0,80,08/01/2000,2000,,,13.86,83.18,20.79,01/04/16
62080,AMERICAN COCKTAILS,Kahlua Rumcola,490,ALLIED DOMECQ SPIRITS AND WINE USA,804,6,1,0,11,08/01/2000,2000,,,3.44,20.62,5.16,01/04/16
1611,DECANTERS & SPECIALTY PACKAGES,Beefeater Gin W/martini Glass,490,ALLIED DOMECQ SPIRITS AND WINE USA,1750,6,1,0,94,09/13/2000,2000,,,19.72,118.29,29.58,01/04/16
2762,DECANTERS & SPECIALTY PACKAGES,Kahlua W/shaker,490,ALLIED DOMECQ SPIRITS AND WINE USA,1000,6,1,0,53,09/13/2000,2000,,,14.33,85.96,21.5,01/04/16
83270,MISCELLANEOUS SCHNAPPS,Snow Storm Wintergreen Schnapps,490,ALLIED DOMECQ SPIRITS AND WINE USA,750,12,1,0,48,09/01/2000,2000,,,6.66,79.92,9.99,01/04/16
83226,CINNAMON SCHNAPPS,Hiram Walker Lava Cinnamon Schnapps,490,ALLIED DOMECQ SPIRITS AND WINE USA,750,12,1,0,48,10/01/2000,2000,,,6.66,79.92,9.99,01/04/16
62057,AMERICAN COCKTAILS,Kahlua Rtd Coconut Mudslide,490,ALLIED DOMECQ SPIRITS AND WINE USA,1750,6,1,0,25,02/01/2001,2001,,,7.46,44.76,11.19,01/04/16
62059,AMERICAN COCKTAILS,Kahlua Rtd Kappuccino Mudslide,490,ALLIED DOMECQ SPIRITS AND WINE USA,1750,6,1,0,25,02/01/2001,2001,,,7.46,44.76,11.19,01/04/16
62065,AMERICAN COCKTAILS,Kahlua Rtd Banana Mudslide,490,ALLIED DOMECQ SPIRITS AND WINE USA,1750,6,1,0,25,05/01/2001,2001,,,7.46,44.76,11.19,01/04/16
1741,DECANTERS & SPECIALTY PACKAGES,Beefeater Gin W/olives & Picks,490,ALLIED DOMECQ SPIRITS AND WINE USA,1750,6,1,0,94,08/22/2001,2001,,,20.5,123,30.75,01/04/16
2192,DECANTERS & SPECIALTY PACKAGES,Azteca De Oro W/snifter,490,ALLIED DOMECQ SPIRITS AND WINE USA,750,6,1,0,80,08/01/2001,2001,,,12.84,77.05,19.26,01/04/16
2315,DECANTERS & SPECIALTY PACKAGES,Hiram Walker Amaretto W/trinket Box,490,ALLIED DOMECQ SPIRITS AND WINE USA,750,6,1,0,30,08/01/2001,2001,,,4.2,25.2,6.3,01/04/16
34507,IMPORTED VODKA,Limonnaya Vodka (lemon),490,ALLIED DOMECQ SPIRITS AND WINE USA,1000,12,1,0,80,06/01/2002,2002,,,13.32,159.86,19.98,01/04/16
1354,DECANTERS & SPECIALTY PACKAGES,Canadian Club Reserve W/rocks Glasses,490,ALLIED DOMECQ SPIRITS AND WINE USA,750,6,1,0,80,08/01/2002,2002,,,8.53,51.17,12.8,01/04/16
2210,DECANTERS & SPECIALTY PACKAGES,Presidente Brandy W/phone Card,490,ALLIED DOMECQ SPIRITS AND WINE USA,750,12,1,0,80,08/01/2002,2002,,,7.5,89.95,11.25,01/04/16
3512,DECANTERS & SPECIALTY PACKAGES,Sauza Tres Generaciones Plata W/shot Glasses,490,ALLIED DOMECQ SPIRITS AND WINE USA,750,6,1,0,80,08/01/2002,2002,,,19.06,114.36,28.59,01/04/16
2783,COFFEE LIQUEURS,Kahlua Gift Tin,490,ALLIED DOMECQ SPIRITS AND WINE USA,1000,12,1,0,53,10/01/2002,2002,,,14.83,177.92,22.25,01/04/16
1526,DECANTERS & SPECIALTY PACKAGES,Beefeater Gin W/lime Juice,490,ALLIED DOMECQ SPIRITS AND WINE USA,750,6,1,0,94,03/01/2003,2003,,,10.54,63.22,15.81,01/04/16
1978,DECANTERS & SPECIALTY PACKAGES,Courvoisier Vs Designer Bottle,490,ALLIED DOMECQ SPIRITS AND WINE USA,750,6,1,0,80,03/01/2003,2003,,,14.38,86.27,21.57,01/04/16
74456,MISC. AMERICAN CORDIALS & LIQUEURS,Fruja Raspberry,490,ALLIED DOMECQ SPIRITS AND WINE USA,750,12,1,0,30,04/01/2003,2003,,,3.26,39.12,4.89,01/04/16
74466,MISC. AMERICAN CORDIALS & LIQUEURS,Fruja Tangerine,490,ALLIED DOMECQ SPIRITS AND WINE USA,750,12,1,0,30,04/01/2003,2003,,,3.26,39.12,4.89,01/04/16
1817,DECANTERS & SPECIALTY PACKAGES,Malibu With Cooler Jug,490,ALLIED DOMECQ SPIRITS AND WINE USA,750,6,1,0,42,06/01/2003,2003,,,6.93,41.56,10.4,01/04/16
42588,FLAVORED RUM,Kuya,490,ALLIED DOMECQ SPIRITS AND WINE USA,1000,12,1,0,70,09/01/2003,2003,,,8.67,104,13.01,01/04/16
42590,FLAVORED RUM,Kuya,490,ALLIED DOMECQ SPIRITS AND WINE USA,603,10,1,0,70,09/01/2003,2003,,,2.8,28,4.2,01/04/16
842590,FLAVORED RUM,Kuya Minis,490,ALLIED DOMECQ SPIRITS AND WINE USA,50,120,1,0,70,09/01/2003,2003,,,0.23,28,0.35,01/04/16
842704,FLAVORED RUM,Malibu Pineapple Rum Mini,490,ALLIED DOMECQ SPIRITS AND WINE USA,50,120,1,0,42,04/01/2004,2004,,,0.23,28,0.35,01/04/16
1730,DECANTERS & SPECIALTY PACKAGES,Beefeater W/2 Collins Glasses,490,ALLIED DOMECQ SPIRITS AND WINE USA,1750,6,1,0,94,08/01/2004,2004,,,21.55,129.28,32.33,01/04/16
842711,FLAVORED RUM,Mailibu Rum Liqueur,490,ALLIED DOMECQ SPIRITS AND WINE USA,50,120,1,0,0,09/01/2004,2004,,,0.23,28,0.35,01/04/16
2204,DECANTERS & SPECIALTY PACKAGES,Don Pedro W Glass,490,ALLIED DOMECQ SPIRITS AND WINE USA,750,6,1,0,80,10/01/2004,2004,,,9.44,56.66,14.16,01/04/16
2823,DECANTERS & SPECIALTY PACKAGES,Kahlua Especial With Glasses,490,ALLIED DOMECQ SPIRITS AND WINE USA,750,6,1,0,70,07/01/2005,2005,,,11.73,70.36,17.6,01/04/16
2825,DECANTERS & SPECIALTY PACKAGES,Kahlua W/4 Stoli Flavored Minis,490,ALLIED DOMECQ SPIRITS AND WINE USA,750,6,1,0,40,09/01/2005,2005,,,11.11,66.67,16.67,01/04/16
930853,,Letherbee Gin,118,American Spirits Exchange,1000,12,1,0,0,06/01/2015,2015,860148000108,860148000108,17.17,206,25.76,01/04/16
930852,AMERICAN DRY GINS,Letherbee Gin,118,American Spirits Exchange,750,12,1,0,96,02/01/2016,2016,860148000115,860148000115,15.67,188.04,23.51,01/04/16
63745,AMERICAN COCKTAILS,TGIFridays Barbados Rum Punch,112,American Vintage Beverage,1750,6,1,0,25,06/01/2015,2015,815829011003,815829011003,7.52,45.12,11.28,01/04/16
63781,AMERICAN COCKTAILS,TGIFridays Long Island Iced Tea,112,American Vintage Beverage,1750,6,1,0,25,06/01/2015,2015,815829010969,815829010969,7.52,45.12,11.28,01/04/16
63810,AMERICAN COCKTAILS,TGIFridays Strawberry Margarita,112,American Vintage Beverage,1750,6,1,0,25,06/01/2015,2015,815829010945,815829010945,7.52,45.12,11.28,01/04/16
63812,AMERICAN COCKTAILS,TGIFridays Ultimate Mudslide,112,American Vintage Beverage,1750,6,1,0,25,06/01/2015,2015,815829010921,815829010921,7.52,45.12,11.28,01/04/16
63865,AMERICAN COCKTAILS,TGIFridays Ultimate Orange Dream,112,American Vintage Beverage,1750,6,1,0,25,02/01/2016,2016,815829011546,815829011546,7.52,45.12,11.28,01/04/16
989058,FLAVORED RUM,Berry's Own 12yr Guadaloupe Rum,391,Anchor Distilling (PREISS IMPORTS),750,6,1,12,92,02/01/2016,2016,87229174071,87229174071,74,444,111,01/04/16
989059,FLAVORED RUM,Berry's Own 11yr St. Lucian Rum,391,Anchor Distilling (PREISS IMPORTS),750,6,1,11,92,02/01/2016,2016,87229174088,87229174088,60,360,90,01/04/16
989060,FLAVORED RUM,Berry's Own 11yr Barbados Rum,391,Anchor Distilling (PREISS IMPORTS),750,6,1,11,92,02/01/2016,2016,87229174095,87229174095,50,300,75,01/04/16
989057,FLAVORED RUM,Berry's Own 10yr Panama Rum,391,Anchor Distilling (PREISS IMPORTS),750,6,1,10,92,02/01/2016,2016,87229174057,87229174057,50,300,75,01/04/16
989056,FLAVORED RUM,Berry's Own 9yr Fiji Rum,391,Anchor Distilling (PREISS IMPORTS),750,6,1,9,80,02/01/2016,2016,87229174040,87229174040,50,300,75,01/04/16
942269,JAMAICA RUM,Penny Blue XO Rum,391,Anchor Distilling (PREISS IMPORTS),750,6,1,8,80,02/01/2016,2016,6091309640220,6091309640220,40,240,60,01/04/16
989061,FLAVORED RUM,Berry's Own 8yr Grenada Rum,391,Anchor Distilling (PREISS IMPORTS),750,6,1,8,92,02/01/2016,2016,87229174064,87229174064,48,288,72,01/04/16
927526,CORN WHISKIES,Anchor Old Potrero 18th Century Rye,391,Anchor Distilling (PREISS IMPORTS),750,6,1,4,102,02/01/2016,2016,600280010067,600280010067,40,240,60,01/04/16
927940,,Westland American Single Malt,391,Anchor Distilling (PREISS IMPORTS),750,6,1,3,92,02/01/2016,2016,855410003024,855410003024,44,264,66,01/04/16
927942,,Westland Peated Single Malt,391,Anchor Distilling (PREISS IMPORTS),750,6,1,3,92,02/01/2016,2016,855410003086,855410003086,44,264,66,01/04/16
927944,,Westland Sherry Wood Single Malt,391,Anchor Distilling (PREISS IMPORTS),750,6,1,3,92,02/01/2016,2016,855410003086,855410003086,44,264,66,01/04/16
902495,TEQUILA,Chinaco Anejo Tequila,391,Anchor Distilling (PREISS IMPORTS),750,6,1,0,80,11/29/1995,1995,,,35.83,215,53.75,01/04/16
903447,TEQUILA,Chinaco Blanco Artisan Tequila,391,Anchor Distilling (PREISS IMPORTS),750,6,1,0,80,09/13/2002,2002,,,19.44,116.63,29.16,01/04/16
903927,AMERICAN DRY GINS,Junipero Gin,391,Anchor Distilling (PREISS IMPORTS),750,6,1,0,99,07/09/2003,2003,,,20.17,121,30.26,01/04/16
902833,IMPORTED GRAPE BRANDIES,Hine Rare Vsop Cognac,391,Anchor Distilling (PREISS IMPORTS),750,6,1,0,80,09/07/2004,2004,736040508526,736040508526,34.83,209,52.25,01/04/16
902857,IMPORTED GRAPE BRANDIES,Hine Antique Xo Cognac,391,Anchor Distilling (PREISS IMPORTS),750,6,1,0,80,09/07/2004,2004,736040508496,736040508496,96.28,577.7,144.43,01/04/16
902882,IMPORTED GRAPE BRANDIES,Hine Triomphe Cognac,391,Anchor Distilling (PREISS IMPORTS),750,4,1,0,80,09/07/2004,2004,736040508519,736040508519,183.97,735.88,275.96,01/04/16
903330,TEQUILA,Chinaco Reposado Tequila,391,Anchor Distilling (PREISS IMPORTS),750,6,1,0,80,08/29/2006,2006,,,31.83,191,47.75,01/04/16
902914,SINGLE MALT SCOTCH,Duncan & Taylor Glenrothes 36 Yr Old,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,106,10/19/2006,2006,,,127.5,127.5,191.25,01/04/16
902058,STRAIGHT BOURBON WHISKIES,A H Hirsch 16yr Bourbon,391,Anchor Distilling (PREISS IMPORTS),752,6,1,0,92,11/01/2006,2006,,,154.17,925,231.26,01/04/16
904182,SINGLE MALT SCOTCH,Benriach Single Malt 20 Yr Old,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,46,11/07/2006,2006,,,74.17,74.17,111.26,01/04/16
904187,SINGLE MALT SCOTCH,Lonach Caperdonich 37 Yr Old,391,Anchor Distilling (PREISS IMPORTS),750,6,1,0,82,11/07/2006,2006,,,68,408,102,01/04/16
904188,SINGLE MALT SCOTCH,Macallan 37 Yr Old Scotch,391,Anchor Distilling (PREISS IMPORTS),750,6,1,0,90,11/07/2006,2006,,,285.12,1710.69,427.68,01/04/16
904189,SINGLE MALT SCOTCH,Macallan 36 Yr Old Scotch,391,Anchor Distilling (PREISS IMPORTS),750,6,1,0,102,11/07/2006,2006,,,170.83,1025,256.25,01/04/16
903403,SINGLE MALT SCOTCH,Dt 1969 Glenrothes 38yr Old,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,98,12/15/2006,2006,,,107,107,160.5,01/04/16
902852,SINGLE MALT SCOTCH,Benriach 25 Yr Old,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,100,01/05/2007,2007,,,167.23,167.23,250.85,01/04/16
903428,SINGLE MALT SCOTCH,Lonach Glen Grant 1974 31 Yr Old,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,84,01/05/2007,2007,,,80.86,80.86,121.29,01/04/16
903535,SINGLE MALT SCOTCH,Lonach Glen Grant 1970 35 Yr Old,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,84,01/05/2007,2007,,,80.82,80.82,121.23,01/04/16
903702,SINGLE MALT SCOTCH,Springbank 15 Yr Old,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,92,01/05/2007,2007,,,61.17,61.17,91.76,01/04/16
903988,SINGLE MALT SCOTCH,Benriach Authenticus 21 Yo,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,92,01/05/2007,2007,,,73.67,73.67,110.51,01/04/16
904185,SINGLE MALT SCOTCH,Dt 1968 Macallan 38 Yr Old,391,Anchor Distilling (PREISS IMPORTS),750,6,1,0,104,01/04/2007,2007,,,284.63,1707.77,426.95,01/04/16
904186,SINGLE MALT SCOTCH,Lonach Glenrothes 1970 35 Yr Old,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,82,01/05/2007,2007,,,96.18,96.18,144.27,01/04/16
903536,SINGLE MALT SCOTCH,Springbank 15 Yr,391,Anchor Distilling (PREISS IMPORTS),750,6,1,0,92,02/01/2007,2007,,,57.73,346.36,86.6,01/04/16
902190,MISC. IMPORTED CORDIALS & LIQUEURS,Luxardo Maraschino,391,Anchor Distilling (PREISS IMPORTS),750,12,1,0,80,03/01/2007,2007,,,17.5,210,26.25,01/04/16
902504,SINGLE MALT SCOTCH,Dt 1977 Scapa 28 Yo,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,115,03/08/2007,2007,,,140,140,210,01/04/16
902037,SINGLE MALT SCOTCH,Duncan & Taylor Bunnahabhain 38yo,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,82,07/02/2007,2007,,,140.17,140.17,210.26,01/04/16
902249,SINGLE MALT SCOTCH,Lonach Carsebridge 1963 43yo Not Available,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,86,07/02/2007,2007,,,59.17,59.17,88.76,01/04/16
902555,SINGLE MALT SCOTCH,Dt 1980 Knockando 23yo,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,92,07/05/2007,2007,,,89.17,89.17,133.76,01/04/16
902556,SINGLE MALT SCOTCH,Lonach Caperdonich 1968 37yo,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,83,07/02/2007,2007,,,68,68,102,01/04/16
903877,SINGLE MALT SCOTCH,Whiskey Galore 1991 Bruichladdich,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,92,07/02/2007,2007,,,30.17,30.17,45.26,01/04/16
903925,SINGLE MALT SCOTCH,Dt 1987 Macallan 19yo,391,Anchor Distilling (PREISS IMPORTS),750,6,1,0,80,07/02/2007,2007,,,97.17,583,145.76,01/04/16
903938,SINGLE MALT SCOTCH,Lonach Glenlivet 1971 34yo,391,Anchor Distilling (PREISS IMPORTS),750,6,1,0,80,07/02/2007,2007,,,82.89,497.36,124.34,01/04/16
904321,IMPORTED ALE,Coopers Stout,391,Anchor Distilling (PREISS IMPORTS),750,12,1,0,13,07/23/2007,2007,,,2.75,33,3.44,01/04/16
904322,IMPORTED ALE,Coopers Stout,391,Anchor Distilling (PREISS IMPORTS),375,24,1,0,13,07/23/2007,2007,,,1.46,35,1.82,01/04/16
904323,IMPORTED ALE,Coopers Vintage,391,Anchor Distilling (PREISS IMPORTS),375,24,1,0,15,07/23/2007,2007,,,2,48,2.5,01/04/16
902099,SINGLE MALT SCOTCH,Dt 1993 Mortlach 13yo(dno),391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,92,08/20/2007,2007,,,39.17,39.17,58.76,01/04/16
903301,SINGLE MALT SCOTCH,Duncan & Taylor Bunnahabhain 1968,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,81,11/02/2007,2007,,,210,210,315,01/04/16
903313,SINGLE MALT SCOTCH,Duncan & Taylor Bunnahabhain 36yr,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,90,11/02/2007,2007,,,131.35,131.35,197.03,01/04/16
902077,SINGLE MALT SCOTCH,Duncan Taylor Highland Park 40yr,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,80,12/19/2007,2007,,,326.67,326.67,490.01,01/04/16
902470,SINGLE MALT SCOTCH,Dt Mosstowie 32yr Scotch,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,96,01/10/2008,2008,,,152,152,228,01/04/16
902478,SINGLE MALT SCOTCH,Dt 1980 Knockando 27 Yr Scotch,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,93,01/10/2008,2008,,,95,95,142.5,01/04/16
902483,SINGLE MALT SCOTCH,Dt Macallan 40yr Scotch,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,95,01/10/2008,2008,,,720,720,1080,01/04/16
902697,MISC. AMERICAN CORDIALS & LIQUEURS,Curacao Of Curacao Orange,391,Anchor Distilling (PREISS IMPORTS),750,12,1,0,62,02/08/2008,2008,,,16.42,197,24.63,01/04/16
902557,SINGLE MALT SCOTCH,Glen Scotia 12yr,391,Anchor Distilling (PREISS IMPORTS),750,6,1,0,86,03/28/2008,2008,,,39.19,235.12,86.6,01/04/16
903930,MISC. IMPORTED CORDIALS & LIQUEURS,F. Meyer Pear Eau De Vie,391,Anchor Distilling (PREISS IMPORTS),375,6,1,0,80,05/14/2008,2008,,,57.67,346,86.51,01/04/16
903932,IMPORTED GRAPE BRANDIES,Chateau Du Busca Xo No.1,391,Anchor Distilling (PREISS IMPORTS),750,6,1,0,80,05/14/2008,2008,,,52.67,316,79.01,01/04/16
903949,SINGLE MALT SCOTCH,Lonach Carsebridge 1963 43yo,391,Anchor Distilling (PREISS IMPORTS),750,6,1,0,86,06/18/2008,2008,,,59.17,355,88.76,01/04/16
902527,SINGLE MALT SCOTCH,Carsebridge Dt 1979 28yo Cask(dno),391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,104,12/05/2008,2008,,,67.5,67.5,101.25,01/04/16
904496,SINGLE MALT SCOTCH,Duncan Taylor 1982 Bowmore 25 Yr,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,108,03/23/2009,2009,841119010388,841119010388,105,105,157.5,01/04/16
904497,SINGLE MALT SCOTCH,Duncan Taylor 1968 Caperdonich 38yr,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,103,03/23/2009,2009,,,110,110,165,01/04/16
904517,MISC. IMPORTED CORDIALS & LIQUEURS,Ypioca Cachaca Crystal,391,Anchor Distilling (PREISS IMPORTS),1000,12,1,0,78,04/14/2009,2009,,,10.58,127,15.87,01/04/16
904617,MISC. IMPORTED CORDIALS & LIQUEURS,D'aristi Xtabentun,391,Anchor Distilling (PREISS IMPORTS),750,12,1,0,60,04/24/2009,2009,,,14.12,169.4,21.18,01/04/16
904857,SINGLE MALT SCOTCH,Dt 1972 Caperdonich 36 Yr Cask,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,112,09/29/2009,2009,841119011538,841119011538,110,110,165,01/04/16
904865,SINGLE MALT SCOTCH,Dt 1979 Carsebridge Grain 30yr Cask,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,109,09/29/2009,2009,,,89,89,133.5,01/04/16
904870,SINGLE MALT SCOTCH,Dt 1979 Cameronbridge 30yr Cask,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,99,09/29/2009,2009,841119010555,841119010555,77,77,115.5,01/04/16
904991,SCOTCH WHISKIES,Dt Blackbull 30yr Blended Whisky,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,100,09/25/2009,2009,,,103.19,103.19,154.79,01/04/16
904612,SINGLE MALT SCOTCH,Glendronach 15yo,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,92,12/09/2009,2009,,,63,63,94.5,01/04/16
904653,SINGLE MALT SCOTCH,Benriach Mini Gift Pack Peated,391,Anchor Distilling (PREISS IMPORTS),502,12,1,0,89,12/09/2009,2009,,,19.58,235,29.37,01/04/16
904656,SINGLE MALT SCOTCH,Springbank 11yr Madeira Wood,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,110,12/09/2009,2009,,,59,59,88.5,01/04/16
904671,SINGLE MALT SCOTCH,Benriach Mini Gift Pack Classic,391,Anchor Distilling (PREISS IMPORTS),502,12,1,0,84,12/09/2009,2009,,,17.58,211,26.37,01/04/16
904672,SINGLE MALT SCOTCH,Dt 1968 Glenlivet 39yo Cask #2831,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,89,12/09/2009,2009,,,160,160,240,01/04/16
904691,SINGLE MALT SCOTCH,Dt 1990 Royal Lochnagar 18yo,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,108,12/09/2009,2009,,,83,83,124.5,01/04/16
904716,SINGLE MALT SCOTCH,Springbank 12y Cream Sherry Cask,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,112,12/09/2009,2009,,,66,66,99,01/04/16
904723,SINGLE MALT SCOTCH,Glendronach 18yo,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,92,12/09/2009,2009,,,73.25,73.25,109.88,01/04/16
904755,SINGLE MALT SCOTCH,Glendronach 12yo,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,86,12/09/2009,2009,87229170202,87229170202,42,42,63,01/04/16
904786,SINGLE MALT SCOTCH,Dt Glendronach 33yr Three Generations,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,102,12/09/2009,2009,,,160.5,160.5,240.75,01/04/16
904649,SINGLE MALT SCOTCH,Lonach Blended Scotch 1973 36yr,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,82,02/09/2010,2010,841119010807,841119010807,73,73,109.5,01/04/16
904655,SCOTCH WHISKIES,Dt Caol Lla 26yr 1982,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,107,02/16/2010,2010,,,105,105,157.5,01/04/16
904659,SINGLE MALT SCOTCH,Benriach 1976 30yr Port Pipe Cask,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,111,02/16/2010,2010,,,205.85,205.85,308.78,01/04/16
904660,SCOTCH WHISKIES,Dt Ror 1982 Linglithgow 21yr Cask,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,127,02/08/2010,2010,,,115,115,172.5,01/04/16
904662,SINGLE MALT SCOTCH,Longrow Cv,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,92,02/08/2010,2010,,,34.18,34.18,51.27,01/04/16
904663,SCOTCH WHISKIES,Dt 1970 Glen Grant 37yr Sherry,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,103,02/08/2010,2010,,,173.5,173.5,260.25,01/04/16
904664,SINGLE MALT SCOTCH,Hazelburn 12 Yr,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,92,02/08/2010,2010,,,59,59,88.5,01/04/16
904665,SCOTCH WHISKIES,Dt Lonach Glendarroch 1966 42yr,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,83,02/08/2010,2010,,,102,102,153,01/04/16
904666,SINGLE MALT SCOTCH,Killerran,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,92,02/08/2010,2010,,,38,38,57,01/04/16
904668,BLENDED WHISKIES,Hirsch Selection 20yr,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,96,02/09/2010,2010,,,50,50,75,01/04/16
904673,STRAIGHT BOURBON WHISKIES,Hirsch Kentucky Straight Corn Whiskey,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,90,02/09/2010,2010,,,20.84,20.84,31.26,01/04/16
904674,CANADIAN WHISKIES,Hirsch 8yr Canadian Rye Whiskey,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,86,02/09/2010,2010,,,27,27,40.5,01/04/16
904675,SINGLE MALT SCOTCH,Benriach Curiositas 10yr Single Malt,391,Anchor Distilling (PREISS IMPORTS),750,1,1,0,92,02/09/2010,2010,,,33.93,33.93,50.9,01/04/16
